,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk_err1,koi_duration_err1,koi_depth,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,ra,log,svm,cnn,Final_Selection
2258,0,0,0,0,24.61480613,0.000999,0.0407,1798.0,586,68.4,1,5312,79,-79,4.3839999999999995,0.13699999999999998,-0.07400000000000001,283.0228,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2271,0,0,0,0,3.6874698319999997,8.45e-05,0.0166,5057.6,690,363.9,1,4004,79,-79,4.659,0.035,-0.015,287.69119,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2274,0,0,0,0,65.7045275,0.0014,0.0469,636.1,472,70.4,1,5918,106,-130,4.4030000000000005,0.08,-0.12,283.37482,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2279,0,0,0,0,9.340538,0.00859,0.292,200.8,530,11.1,2,4200,84,-84,4.664,0.022000000000000002,-0.025,285.48505,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2288,0,0,0,0,3.52467888,0.00687,0.136,129.7,1098,12.3,2,5372,160,-160,4.434,0.11199999999999999,-0.154,280.64136,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2312,0,0,0,0,199.8392053,0.000175,0.0138,44490.0,276,590.6,1,5457,164,-147,4.548,0.027999999999999997,-0.171,286.65689,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2326,0,0,0,0,6.45442931,0.00146,0.0547,586.1,999,45.3,1,6092,181,-200,4.496,0.052000000000000005,-0.221,296.12073,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2330,0,0,0,0,20.605501,0.0102,0.302,37.1,806,11.1,4,6099,79,-85,4.1930000000000005,0.016,-0.018000000000000002,285.47659,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2334,0,0,0,0,9.5539134,0.0138,0.26899999999999996,26.8,1012,13.1,2,6175,110,-134,4.2989999999999995,0.07200000000000001,-0.10800000000000001,281.83533,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2340,0,0,0,0,6.77067637,0.00695,0.184,65.8,1499,19.6,2,6337,76,-82,3.8930000000000002,0.253,-0.136,285.92322,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2344,0,0,0,0,39.7529915,0.0023,0.0726,549.3,568,40.9,1,6072,182,-182,4.4110000000000005,0.105,-0.195,294.46268,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2347,0,0,0,0,1.74610057,0.0054,0.203,54.2,1689,9.2,2,4854,145,-116,3.9389999999999996,0.637,-0.34299999999999997,281.45718,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2358,0,0,0,0,51.067435499999995,0.0057,0.16899999999999998,597.5,499,18.7,3,6004,181,-199,4.484,0.052000000000000005,-0.20800000000000002,294.98913999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2374,0,0,0,0,6.93650854,0.00948,0.27,88.7,1305,11.3,2,6615,65,-92,4.173,0.10800000000000001,-0.132,294.89734,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2377,0,0,0,0,11.67894236,0.0017699999999999999,0.0515,1185.1,830,23.1,2,6122,169,-190,4.487,0.052000000000000005,-0.20800000000000002,290.84906,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2387,0,0,0,0,2.2165904999999997,0.0065,11.0,28.7,1215,2.8,2,5397,107,-107,4.543,0.033,-0.083,292.38855,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
2391,0,0,0,0,3.65849707,0.00132,0.209,4398.0,1583,47.0,1,5857,78,-78,3.972,0.203,-0.087,290.35114,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2394,0,0,0,0,86.49437040000001,0.00464,0.139,995.2,367,42.6,1,5252,105,-105,4.442,0.105,-0.052000000000000005,293.12341000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2400,0,0,0,0,2.4337034980000003,0.00279,0.141,258.3,1112,10.2,2,5251,158,-158,4.592,0.032,-0.09699999999999999,286.00674,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2404,0,0,0,0,1.5831604780000001,0.0004,0.0225,732.6,1619,97.7,1,6063,182,-200,4.476,0.04,-0.22899999999999998,288.50888,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2405,0,0,0,0,7.9788198,0.0129,0.353,83.8,927,8.3,3,5553,74,-74,4.33,0.13699999999999998,-0.1,290.20162999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2410,0,0,0,0,10.52286678,0.00485,0.29,130.2,1008,10.1,2,5548,110,0,4.038,0.21,-0.09,296.18344,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2411,0,0,0,0,9.17858526,0.00131,0.044000000000000004,796.5,753,50.6,1,5506,166,-166,4.584,0.036000000000000004,-0.14400000000000002,296.66275,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2417,0,0,0,0,53.71798494,0.000916,0.0704,3153.5,1550,103.0,1,4959,52,-119,2.332,0.161,-0.038,282.88268999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2421,0,0,0,0,105.88176670000001,0.00101,0.102,1556.3,595,301.8,1,5903,79,-79,3.7569999999999997,0.078,-0.052000000000000005,291.49722,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2434,0,0,0,0,4.57797412,0.00788,0.21600000000000003,125.4,1024,9.6,2,5795,155,-172,4.553999999999999,0.036000000000000004,-0.192,297.39319,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2439,0,0,0,0,3.01609637,0.00783,0.259,196.3,795,8.1,4,4245,85,-85,4.641,0.027000000000000003,-0.02,300.24222000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2449,0,0,0,0,330.02500200000003,0.0118,0.604,259.2,478,12.2,1,6126,185,-167,3.5780000000000003,0.345,-0.115,291.86801,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2457,0,0,0,0,22.4098677,0.00646,0.203,69.8,489,11.9,6,4900,98,-98,4.602,0.017,-0.049,281.48273,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2468,0,0,0,0,11.1438086,0.0201,0.705,41.7,906,10.9,1,6095,122,-134,4.349,0.099,-0.121,296.8432,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2472,0,0,0,0,32.526674,0.0265,0.653,204.9,525,9.7,1,5668,169,-186,4.545,0.033,-0.187,298.28213999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2483,0,0,0,0,166.7876551,0.000599,0.0306,4764.2,334,183.8,1,5663,112,-112,4.377,0.10300000000000001,-0.115,293.30606,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2486,0,0,0,0,49.537365,0.0417,0.935,201.7,532,10.1,1,6118,191,-212,4.416,0.087,-0.203,290.90042,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2487,0,0,0,0,12.70636123,0.0011,0.0406,871.7,697,54.0,1,5573,149,-166,4.562,0.03,-0.17,296.80865,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2490,0,0,0,0,94.886902,0.00659,0.33299999999999996,641.7,429,25.5,3,5888,106,-117,4.342,0.115,-0.115,287.78085,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2503,0,0,0,0,24.0721647,0.0146,0.45899999999999996,177.3,400,6.7,2,4352,116,-129,4.671,0.032,-0.042,284.26859,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2509,0,0,0,0,80.881757,0.0196,0.893,142.7,581,12.2,2,5934,178,-178,3.945,0.44,-0.11,294.36734,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2512,0,0,0,0,5.115750935,0.00116,0.0625,1055.8,1202,51.8,1,6398,179,-224,4.4110000000000005,0.065,-0.20800000000000002,297.43201,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2521,0,0,0,0,278.12439789999996,0.00128,0.125,2297.8,286,58.5,1,5799,104,-116,4.408,0.066,-0.12300000000000001,297.82431,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2522,0,0,0,0,4.034914368,0.0005059999999999999,0.0585,800.1,1452,92.6,1,5548,168,-151,3.964,0.47200000000000003,-0.157,281.29028,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2525,0,0,0,0,52.51354873,9.470000000000001e-05,0.0118,14252.0,472,825.0,1,5589,111,-111,4.421,0.086,-0.105,296.84076,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2526,0,0,0,0,4.17838675,0.0039299999999999995,0.134,316.0,1430,15.1,1,5746,77,-77,4.039,0.20199999999999999,-0.081,297.11713,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2528,0,0,0,0,16.2982201,0.0126,0.48200000000000004,199.0,388,7.9,1,3905,78,-88,4.736000000000001,0.03,-0.03,291.4549,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2538,0,0,0,0,12.3860474,0.0105,0.303,151.3,679,9.1,2,5121,84,-76,4.457,0.091,-0.039,294.5704,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2539,0,0,0,0,29.66631669,0.00158,0.052000000000000005,668.0,644,95.3,1,5956,107,-119,4.322,0.13699999999999998,-0.11199999999999999,284.7883,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2541,0,0,0,0,3.29534567,0.0072,0.221,141.9,1139,10.4,3,5550,166,-183,4.5,0.046,-0.184,288.32791000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2556,0,0,0,0,70.2780911,0.0042,0.121,781.6,434,14.9,2,5955,161,-179,4.52,0.048,-0.192,291.1973,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2557,0,0,0,0,9.9664004,0.00101,0.0702,1619.0,1578,125.9,1,6638,120,-133,3.6639999999999997,0.195,-0.065,291.17792000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2560,0,0,0,0,56.391062,0.113,0.335,2042.0,310,11.4,2,4406,154,-170,4.643,0.044000000000000004,-0.032,282.37042,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2564,0,0,0,0,22.34213536,0.00268,0.14300000000000002,2264.4,526,51.9,1,5237,157,-157,4.5680000000000005,0.084,-0.055999999999999994,296.69336,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2569,0,0,0,0,23.783209699999997,0.0038799999999999998,0.121,256.5,725,38.3,1,5877,105,-129,4.2330000000000005,0.162,-0.10800000000000001,295.21744,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2577,0,0,0,0,61.858947,0.0525,1.7,70.8,699,9.1,3,5529,168,-140,3.685,0.7120000000000001,-0.17800000000000002,292.13428,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
2580,0,0,0,0,1.73513619,0.000136,0.00554,952.6,1554,473.2,1,5751,103,-114,4.391,0.08,-0.12,299.70474,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2581,0,0,0,0,11.95474513,0.000604,0.0248,903.4,906,96.3,1,5059,111,-91,3.9760000000000004,0.37799999999999995,-0.135,290.39617999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2595,0,0,0,0,18.39629744,0.00131,0.0405,680.2,582,58.4,1,5316,106,-106,4.57,0.02,-0.08,284.38617,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2605,0,0,0,0,3.07365139,0.00688,0.20800000000000002,90.5,1215,9.6,2,6068,163,-181,4.565,0.036000000000000004,-0.204,295.6709,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2615,0,0,0,0,4.50158249,0.00569,0.158,175.7,676,9.7,2,4339,78,-87,4.711,0.02,-0.032,284.56689,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2621,0,0,0,0,5.89399142,0.00014099999999999998,0.0282,10993.0,940,252.5,1,5713,77,-77,4.541,0.013000000000000001,-0.085,289.80908,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2624,0,0,0,0,14.91095177,0.000711,0.024,864.5,694,116.9,1,5650,101,-112,4.5,0.045,-0.105,291.68335,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2638,0,0,0,0,66.47762,0.0137,0.304,553.5,388,9.1,2,5515,182,-199,4.592,0.036000000000000004,-0.135,295.36145,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2639,0,0,0,0,26.89316101,0.00045099999999999996,0.0379,2193.2,614,119.6,1,6096,164,-183,4.511,0.054000000000000006,-0.21600000000000003,297.49216,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2647,0,0,0,0,0.702739679,0.00526,0.175,65.1,1765,9.5,1,5269,158,-158,4.508,0.07200000000000001,-0.099,286.89841,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2655,0,1,0,0,2.8792433230000003,0.000327,0.0269,48050.0,1244,200.5,1,5941,142,-178,4.533,0.048,-0.204,281.77554,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE,FALSE POSITIVE
2670,0,0,0,0,155.042265,0.0018100000000000002,0.141,4880.9,511,117.9,1,4994,74,-82,3.509,0.14300000000000002,-0.11699999999999999,295.88027999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2693,0,0,0,0,60.458443,0.0252,1.1,175.2,511,9.7,1,5865,158,-176,4.297,0.175,-0.175,291.78078999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2697,0,0,0,0,8.0292018,0.00827,0.322,65.6,1040,11.7,2,6063,121,-133,4.29,0.13699999999999998,-0.11199999999999999,295.19338999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2708,0,0,0,0,126.55718999999999,0.00872,0.5479999999999999,366.4,524,24.8,1,6501,179,-247,4.053999999999999,0.231,-0.18899999999999997,290.73001,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2710,0,0,0,0,2.41750021,0.00748,0.22,58.2,1507,15.2,1,5575,83,-75,4.189,0.188,-0.10099999999999999,281.82318,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2712,0,0,0,0,9.6887216,0.0514,0.102,655.5,1014,18.1,1,6457,179,-246,4.3580000000000005,0.07200000000000001,-0.217,290.65839,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2714,0,0,0,0,13.06243545,0.00413,0.13,464.3,527,21.4,1,4522,136,-136,4.615,0.049,-0.025,299.3519,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2721,0,0,0,0,0.48765627799999994,0.00145,0.0521,109.8,2299,25.1,1,5957,71,-89,4.506,0.024,-0.09,290.33718999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2726,0,0,0,0,11.9294568,0.00828,0.257,132.3,797,11.7,5,5975,166,-168,4.48,0.067,-0.278,294.13791000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2729,0,0,0,0,9.54699216,0.007509999999999999,0.175,143.0,996,17.4,1,6274,177,-243,4.357,0.073,-0.218,296.9621,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2730,0,0,0,0,14.708641,0.00892,0.26899999999999996,130.6,862,12.8,2,6274,177,-243,4.357,0.073,-0.218,296.9621,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2731,0,0,0,0,31.335109399999997,0.00808,0.254,264.9,666,16.7,1,6404,173,-192,4.393,0.06,-0.18,296.62703999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2733,0,0,0,0,4.85018974,0.008620000000000001,0.158,64.5,1098,15.8,1,6032,168,-210,4.485,0.054000000000000006,-0.21600000000000003,293.31827000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2735,0,0,0,0,3.82315697,0.00971,0.31,47.2,1282,8.9,1,6202,99,-149,4.422,0.026000000000000002,-0.136,287.41006,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2737,0,0,0,0,13.6032081,0.0113,0.36200000000000004,180.5,397,9.4,2,3780,76,-83,4.746,0.042,-0.031,287.85812000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2744,0,0,0,0,9.84262076,0.0031,0.0873,626.4,801,16.8,1,5585,175,-194,4.49,0.044000000000000004,-0.17600000000000002,296.5105,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2750,0,0,0,0,7.23531329,0.00607,0.161,112.2,1207,14.0,1,6422,76,-76,4.218999999999999,0.12,-0.12,294.03436,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2757,0,0,0,0,64.1862264,0.009290000000000001,0.311,507.3,839,18.6,1,6951,184,-245,3.766,0.285,-0.095,291.38602000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2758,0,0,0,0,4.62602867,0.00183,0.11,346.9,1012,14.7,1,5834,157,-174,4.566,0.042,-0.168,294.98059,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2759,0,0,0,0,8.93484887,0.00932,0.259,135.9,1124,9.7,2,6688,187,-281,4.303999999999999,0.075,-0.225,289.74731,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2760,0,0,0,0,4.93211932,0.0123,0.35200000000000004,50.5,1372,7.5,2,6422,76,-76,4.218999999999999,0.12,-0.12,294.03436,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2763,0,0,0,0,3.39904814,0.0123,0.447,69.6,1191,8.1,1,5766,155,-155,4.444,0.11199999999999999,-0.182,289.84286000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2767,0,0,0,0,0.626281766,0.00151,0.0404,433.1,1711,31.0,2,4922,169,-169,4.505,0.084,-0.055999999999999994,285.21667,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2768,0,0,0,0,1.183505016,0.00505,0.17300000000000001,116.6,1293,10.0,1,4832,168,-168,4.592,0.032,-0.05,290.6864,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2769,0,0,0,0,2.790643481,0.00122,0.0903,202.0,816,20.2,1,4353,118,-131,4.681,0.027999999999999997,-0.048,285.69,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2777,0,0,0,0,1.121733366,0.00288,0.10099999999999999,84.3,2384,13.6,1,5023,150,-135,3.682,0.87,-0.29,287.50375,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2778,0,0,0,0,4.95060632,0.0033399999999999997,0.125,309.5,885,17.4,1,5431,162,-162,4.623,0.035,-0.105,291.20419,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2790,0,0,0,0,215.956008,0.0124,0.484,392.7,361,23.3,1,6163,73,-86,4.27,0.10300000000000001,-0.126,300.94568,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2792,0,0,0,0,2.00870696,0.0105,0.36700000000000005,53.5,1232,12.2,1,5341,143,-159,4.526,0.099,-0.121,294.3035,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2794,0,0,0,0,0.655939788,0.0022600000000000003,0.0811,73.0,2411,18.7,1,4968,149,-134,3.924,0.665,-0.285,297.08301,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2808,0,0,0,0,0.7832583870000001,0.0036200000000000004,0.0885,328.5,1559,28.5,1,5067,195,-155,4.565,0.063,-0.5870000000000001,289.79135,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2815,0,0,0,0,110.46174599999999,0.0238,1.1,331.2,420,15.8,1,6321,169,-206,4.434,0.054000000000000006,-0.21600000000000003,287.03952000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2818,0,0,0,0,44.6226725,0.0137,0.359,131.9,613,20.6,1,6198,169,-206,4.252,0.204,-0.185,296.3566,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2819,0,0,0,0,2.43142974,0.00866,0.275,146.6,1378,10.7,1,5750,181,-143,4.364,0.16899999999999998,-0.268,297.35278,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2820,0,0,0,0,1.41975831,0.00692,0.239,60.9,1700,8.1,1,5925,107,-119,4.394,0.084,-0.11599999999999999,290.91934,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2821,0,0,0,0,169.135056,0.00854,0.213,640.7,273,24.5,1,5171,103,-103,4.545,0.045,-0.05,286.60889,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2823,0,0,0,0,80.76989300000001,0.0329,1.5,128.5,475,6.7,1,4965,164,-134,3.9610000000000003,0.605,-0.326,292.13876,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
2832,0,0,0,0,2.31482311,0.00464,0.16699999999999998,58.6,1237,14.2,1,5240,157,-141,4.428,0.124,-0.18600000000000003,295.52948,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2835,0,0,0,0,10.778313,0.0123,0.313,90.7,1067,12.5,1,6726,212,-259,4.262,0.149,-0.182,295.96259,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2837,0,0,0,0,4.32710895,0.00328,0.175,108.9,1397,12.9,1,5776,174,-157,4.018,0.518,-0.222,291.50122000000005,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2838,0,0,0,0,14.265154500000001,0.00528,0.16399999999999998,66.3,853,13.9,1,5825,105,-117,4.237,0.156,-0.10400000000000001,299.53479,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2839,0,0,0,0,5.04404366,0.00577,0.172,236.5,1078,11.6,1,6039,189,-210,4.493,0.054000000000000006,-0.22899999999999998,287.04236000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2842,0,0,0,0,1.166960319,0.00265,0.0832,97.8,1596,17.9,1,5632,67,-92,4.537,0.013999999999999999,-0.11900000000000001,293.05408,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2845,0,0,0,0,0.701944362,0.0017,0.1,210.8,1227,17.1,1,4236,115,-140,4.698,0.063,-0.032,287.80502,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2846,0,0,0,0,3.05772668,0.0057799999999999995,0.155,311.0,878,13.7,1,4483,132,-132,4.57,0.055999999999999994,-0.016,298.98502,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2847,0,0,0,0,9.9092109,0.0189,0.485,942.0,693,6.4,1,5396,194,-194,4.632,0.032,-0.10400000000000001,299.66617,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2852,0,0,0,0,6.39269778,0.00673,0.21600000000000003,174.3,890,11.3,1,5248,86,-78,4.416,0.11199999999999999,-0.055999999999999994,282.76062,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2853,0,0,0,0,7.87845756,0.009009999999999999,0.272,44.1,989,10.5,3,5767,115,-104,4.287,0.162,-0.10800000000000001,288.66077,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2859,0,0,0,0,27.9040511,0.0108,0.262,300.2,677,12.8,4,6325,174,-261,4.409,0.057999999999999996,-0.218,294.33847000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2864,0,0,0,0,17.8075656,0.006229999999999999,0.15,1511.0,742,11.8,1,6194,197,-241,4.45,0.07,-0.21,294.42126,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2866,0,0,0,0,3.75030469,0.007890000000000001,0.258,35.5,1374,10.3,2,5866,105,-117,4.191,0.162,-0.10800000000000001,285.87579,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2867,0,0,0,0,0.259819659,0.00137,0.0577,231.5,1559,24.1,1,3939,55,-62,4.736000000000001,0.027999999999999997,-0.035,281.11646,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2869,0,0,0,0,4.72693131,0.0128,0.355,26.2,1203,11.5,1,5950,71,-83,4.323,0.096,-0.14400000000000002,294.12487999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2870,0,0,0,0,10.0989634,0.008409999999999999,0.47200000000000003,57.0,1016,8.9,2,6174,74,-86,4.244,0.125,-0.125,292.20471000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2872,0,0,0,0,0.492291661,0.000647,0.10400000000000001,1107.6,1788,62.0,1,4971,176,-176,4.566,0.07200000000000001,-0.048,285.25616,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2875,0,0,0,0,13.12297275,0.00577,0.182,43.7,1030,12.9,1,6134,124,-124,4.065,0.182,-0.098,290.45831,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2878,0,0,0,0,0.681180633,0.00207,0.0834,156.4,2782,16.6,1,4939,81,-44,3.635,0.096,-0.14400000000000002,292.90771,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2885,0,0,0,0,9.08745206,0.007670000000000001,0.20199999999999999,35.1,980,11.7,2,5888,105,-129,4.275,0.14400000000000002,-0.10800000000000001,287.37125,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2890,0,0,0,0,0.629001455,0.00643,0.20199999999999999,14.7,3375,9.4,1,6739,161,-202,3.948,0.259,-0.111,291.92636,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2892,0,0,0,0,75.87813440000001,0.00468,0.18,1054.0,417,11.9,1,5579,166,-166,4.413,0.12,-0.18,282.16364,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2893,0,0,0,0,147.661729,0.00829,0.32299999999999995,1087.8,176,13.2,1,3788,76,-84,4.774,0.036000000000000004,-0.04,295.11722000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2894,0,0,0,0,13.00291716,0.00524,0.154,225.3,710,14.0,1,5796,155,-173,4.575,0.044000000000000004,-0.17600000000000002,298.2934,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2904,0,0,0,0,2.49385348,0.00372,0.11599999999999999,46.9,1251,12.3,1,5615,112,-112,4.477,0.08800000000000001,-0.07200000000000001,282.63617,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2906,0,0,0,0,18.22211768,0.00339,0.171,2318.0,620,15.2,1,5162,181,-181,4.4110000000000005,0.14400000000000002,-0.252,294.36514,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2908,0,0,0,0,16.5340022,0.0128,0.374,89.2,819,9.3,5,6052,121,-133,4.285,0.13699999999999998,-0.11199999999999999,288.37023999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2910,0,0,0,0,13.9482197,0.0121,0.33799999999999997,119.4,1063,14.5,1,5529,91,-75,3.8080000000000003,0.217,-0.078,284.35312000000005,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2911,0,0,0,0,5.67577999,0.00854,0.209,51.2,1357,11.2,1,6681,161,-241,4.2330000000000005,0.124,-0.18600000000000003,288.56729,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2912,0,0,0,0,49.564693,0.0102,0.423,113.5,588,15.0,1,5907,107,-131,4.212,0.14300000000000002,-0.11699999999999999,300.56241,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2916,0,0,0,0,2.89494709,0.0058,0.179,45.8,1919,14.3,1,7087,250,-428,4.137,0.17,-0.187,291.54343,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
